Median House Value,Median Income,House Age,Average Rooms,Average Bedrooms,Population,Average Occupancy,Latitude,Longitude
19.6700,5.0249,5.0,7.024615,1.036923,999.0,3.073846,33.22,-117.27
9.0800,1.8849,16.0,4.536741,0.993610,470.0,1.501597,33.22,-117.27
9.8600,2.3844,13.0,5.333333,1.020716,1065.0,2.005650,33.22,-117.28
17.7500,4.4531,5.0,5.695652,0.984190,3161.0,3.123518,33.21,-117.27
14.2600,3.9815,26.0,6.072508,1.048338,1160.0,3.504532,33.22,-117.25
13.5800,3.5000,19.0,4.981609,1.018391,1654.0,3.802299,33.22,-117.25
13.6000,3.0197,26.0,4.463700,0.955504,1325.0,3.103044,33.21,-117.26
17.5600,4.2100,11.0,5.164912,0.915789,1012.0,3.550877,33.2,-117.28
15.0700,4.2054,23.0,5.309406,0.938119,1360.0,3.366337,33.2,-117.27
12.1900,2.8214,13.0,5.028617,1.152623,1675.0,2.662957,33.2,-117.26
15.6900,4.3541,34.0,5.578313,0.969880,978.0,2.945783,33.2,-117.27
13.9300,2.7240,8.0,4.655502,1.382775,663.0,3.172249,33.19,-117.27
16.5800,3.4456,5.0,4.650000,1.101724,1633.0,2.815517,33.19,-117.28
12.7200,2.0660,9.0,4.291391,1.077263,1992.0,4.397351,33.21,-117.25
12.1700,2.1875,19.0,4.197309,1.096413,1859.0,4.168161,33.21,-117.24
11.1300,3.0982,18.0,4.770026,1.082687,1581.0,4.085271,33.21,-117.24
14.7500,2.4505,25.0,4.225389,1.075130,1045.0,2.707254,33.2,-117.24
17.1700,2.5118,26.0,4.634877,1.100817,989.0,2.694823,33.2,-117.24
12.4500,2.0625,22.0,3.961409,1.036913,1472.0,2.469799,33.2,-117.25
13.1300,2.7961,10.0,4.352442,1.004246,1302.0,2.764331,33.2,-117.25
11.7000,2.6339,13.0,4.105802,0.996587,1035.0,3.532423,33.21,-117.25
21.3800,3.6181,21.0,5.076115,1.013123,861.0,2.259843,33.21,-117.23
19.8800,3.6375,19.0,5.986395,1.126531,1901.0,2.586395,33.21,-117.22
20.5500,4.4844,31.0,5.945205,0.948630,801.0,2.743151,33.2,-117.22
16.6000,3.5109,29.0,4.865801,1.038961,1770.0,2.554113,33.2,-117.23
21.2500,4.8929,21.0,6.415730,1.011236,999.0,2.806180,33.2,-117.23
25.3700,5.0400,22.0,7.160944,1.111588,1288.0,2.763948,33.2,-117.21
21.6900,2.7019,16.0,4.957096,1.082508,1948.0,3.214521,33.19,-117.22
21.5700,2.9133,4.0,5.376396,1.232855,1481.0,2.362041,33.18,-117.27
21.6100,2.9469,4.0,4.297248,1.091743,1518.0,2.785321,33.19,-117.26
15.8500,4.2361,2.0,5.036398,0.975096,1044.0,2.000000,33.19,-117.26
20.6999,4.5763,18.0,6.777778,1.096774,830.0,2.974910,33.19,-117.25
15.9400,2.9190,19.0,4.457386,0.997159,1035.0,2.940341,33.19,-117.24
19.2500,3.6346,22.0,6.052133,1.059242,1147.0,2.718009,33.19,-117.23
20.0199,5.0195,19.0,6.023466,1.019856,1646.0,2.971119,33.18,-117.24
18.2600,4.1807,6.0,5.397260,1.050000,3760.0,2.575342,33.17,-117.3
23.9000,4.2383,18.0,7.572438,1.056537,828.0,2.925795,33.17,-117.32
28.3900,5.5519,7.0,8.329787,1.106383,809.0,2.868794,33.17,-117.31
24.7800,5.5956,4.0,7.298377,1.116105,2282.0,2.848939,33.16,-117.31
22.4400,5.6605,17.0,6.064057,0.935943,781.0,2.779359,33.16,-117.31
11.1400,2.7644,15.0,5.242718,1.098474,1632.0,2.263523,33.18,-117.29
16.0600,3.1667,17.0,4.886905,1.047619,436.0,2.595238,33.18,-117.29
15.7300,2.1205,16.0,5.579926,1.098513,842.0,1.565056,33.18,-117.28
17.8100,6.2096,14.0,5.365079,0.936508,384.0,3.047619,33.18,-117.28
22.5599,4.5781,9.0,6.085791,1.063003,2235.0,2.995979,33.18,-117.26
24.4899,4.6357,4.0,6.042193,1.044720,10877.0,2.748105,33.15,-117.27
8.7500,4.0625,11.0,5.714286,0.993304,952.0,2.125000,33.15,-117.29
23.7500,4.2826,4.0,5.979665,1.120813,3925.0,2.347488,33.17,-117.24
13.5700,3.6250,6.0,4.618012,1.124224,810.0,2.515528,33.17,-117.22
22.8100,4.0000,4.0,5.268041,1.073883,1164.0,2.000000,33.16,-117.23
21.4500,3.6736,2.0,5.722772,1.170792,2091.0,2.587871,33.16,-117.23
18.3900,3.3444,13.0,5.334582,1.106117,2328.0,2.906367,33.18,-117.22
16.3800,3.7500,16.0,4.936464,0.997238,1446.0,3.994475,33.17,-117.21
21.8500,4.8152,21.0,6.349073,1.032040,1722.0,2.903879,33.19,-117.21
20.9700,4.1128,7.0,5.420091,1.098935,1921.0,2.923896,33.18,-117.19
19.6000,2.6487,13.0,5.072539,1.205527,1246.0,2.151986,33.16,-117.21
9.1600,2.3159,13.0,4.127406,1.042163,3094.0,2.835930,33.16,-117.2
19.9000,3.0139,11.0,5.347712,1.129412,1927.0,2.518954,33.15,-117.2
13.9200,3.8147,19.0,5.024814,1.027295,1663.0,4.126551,33.14,-117.2
21.0400,5.0123,5.0,6.490780,1.202837,2314.0,3.282270,33.14,-117.22
16.3300,2.8586,12.0,5.082983,1.002101,1708.0,1.794118,33.14,-117.21
13.2800,2.2277,15.0,4.618582,0.899756,754.0,1.843521,33.13,-117.21
21.4299,3.0221,25.0,4.350365,0.839416,426.0,3.109489,33.18,-117.17
15.9900,3.1793,15.0,5.887674,1.198807,3943.0,3.919483,33.16,-117.18
15.8500,3.5839,5.0,5.248619,1.062983,2726.0,3.012155,33.16,-117.15
19.3200,3.4833,15.0,5.746154,0.976923,997.0,2.556410,33.15,-117.13
16.8400,5.5696,17.0,5.984375,0.947917,702.0,3.656250,33.15,-117.14
17.4600,5.0346,16.0,6.342697,1.112360,758.0,4.258427,33.15,-117.14
15.8900,2.3062,15.0,4.930876,0.958525,470.0,2.165899,33.14,-117.15
17.2600,3.1776,16.0,5.892911,1.012066,1759.0,2.653092,33.15,-117.13
17.0700,4.8526,16.0,5.953069,1.003610,993.0,3.584838,33.14,-117.13
17.1400,4.1053,5.0,5.113281,1.052734,1320.0,2.578125,33.14,-117.13
16.3600,4.1641,16.0,6.404494,1.018727,1025.0,3.838951,33.14,-117.12
17.2600,3.8967,12.0,5.967172,1.030303,1211.0,3.058081,33.14,-117.12
15.3900,4.0495,12.0,5.214781,1.053118,1147.0,2.648961,33.14,-117.13
9.2000,2.3267,12.0,5.016484,1.267857,1677.0,2.303571,33.14,-117.19
11.7500,2.3200,7.0,3.939873,1.065190,5410.0,3.424051,33.15,-117.18
16.8000,3.7750,19.0,5.537906,1.075812,912.0,1.646209,33.13,-117.21
24.7800,5.1194,18.0,6.477037,1.090370,1473.0,2.182222,33.12,-117.2
25.8900,4.3672,4.0,5.812834,1.228164,926.0,1.650624,33.12,-117.21
27.9900,5.1814,16.0,6.286232,1.088768,1197.0,2.168478,33.11,-117.18
25.5799,5.3110,8.0,6.464097,1.086168,3335.0,2.520786,33.12,-117.25
24.0300,6.0336,10.0,6.260323,0.978456,1410.0,2.531418,33.11,-117.24
23.7400,7.7450,4.0,7.508065,1.173387,685.0,2.762097,33.1,-117.23
17.1900,3.9464,14.0,5.986971,1.172638,1176.0,1.915309,33.1,-117.25
50.0000,7.0423,22.0,14.189349,2.408284,349.0,2.065089,33.09,-117.26
22.7100,4.1666,13.0,6.185738,1.262023,1335.0,2.213930,33.09,-117.26
27.9600,6.3373,7.0,6.927083,1.113281,2015.0,2.623698,33.09,-117.23
34.0300,7.5402,13.0,8.393103,1.068966,1311.0,3.013793,33.08,-117.25
28.5200,6.6170,14.0,7.108481,0.998028,3097.0,3.054241,33.08,-117.25
29.9600,5.3905,12.0,7.094972,1.136872,1958.0,2.734637,33.08,-117.26
12.9900,3.0426,9.0,4.548000,1.153600,3773.0,3.018400,33.13,-117.09
15.4200,4.3846,15.0,6.263598,1.046025,827.0,3.460251,33.14,-117.08
16.0900,4.2356,11.0,4.863946,0.993197,921.0,3.132653,33.14,-117.08
16.0600,4.7426,16.0,6.240196,1.051471,1683.0,4.125000,33.14,-117.07
15.7700,5.1842,17.0,6.595819,1.034843,936.0,3.261324,33.15,-117.07
14.7500,4.7941,24.0,5.986111,1.052778,1158.0,3.216667,33.15,-117.06
22.2400,5.0461,15.0,7.351981,1.137529,1656.0,3.860140,33.19,-117.11
21.2800,5.1771,17.0,6.495181,1.067470,2732.0,3.291566,33.18,-117.03
17.4800,4.4477,4.0,5.752632,1.025263,2844.0,2.993684,33.17,-117.06
18.3800,5.4819,12.0,5.759346,0.962617,1226.0,2.864486,33.17,-117.1
20.6700,4.8554,11.0,6.490276,1.054248,2697.0,2.760491,33.16,-117.08
18.0400,3.2024,15.0,5.952286,1.037773,1231.0,2.447316,33.15,-117.07
15.6800,3.5462,19.0,5.226640,0.982107,1444.0,2.870775,33.14,-117.08
13.7500,3.4764,13.0,4.711905,1.029762,1981.0,2.358333,33.15,-117.09
13.5300,2.6152,17.0,4.624830,1.107191,4526.0,3.070556,33.13,-117.07
13.7500,2.1786,33.0,3.153409,0.937500,612.0,3.477273,33.13,-117.07
13.7200,3.8185,27.0,5.326360,0.940028,2447.0,3.412831,33.14,-117.06
9.8500,2.3762,20.0,4.214363,1.107182,5370.0,2.921654,33.13,-117.05
15.0000,2.8247,15.0,4.953030,1.035497,6583.0,2.360344,33.15,-117.04
13.6300,2.2500,16.0,4.331113,1.109420,2737.0,2.604186,33.14,-117.05
14.3500,2.8015,12.0,4.467041,1.080225,4854.0,2.480327,33.13,-117.06
11.3700,2.1437,17.0,3.734451,1.159241,7014.0,3.093957,33.13,-117.08
13.7500,0.7054,43.0,2.229167,0.916667,107.0,2.229167,33.12,-117.08
19.1100,4.7019,14.0,6.466409,1.086486,2916.0,2.251737,33.15,-117.11
16.1100,3.1467,5.0,5.437177,1.179002,1398.0,2.406196,33.15,-117.1
18.2800,4.4654,7.0,6.148796,1.015317,1564.0,3.422319,33.15,-117.12
19.9800,3.7109,11.0,5.717526,1.004124,2300.0,2.371134,33.18,-117.14
15.9500,2.3171,7.0,4.399752,1.062706,4917.0,2.028465,33.14,-117.1
19.0500,3.4455,10.0,5.512027,1.092784,1395.0,2.396907,33.14,-117.11
26.4000,4.9005,7.0,6.637053,1.118093,2662.0,2.884074,33.12,-117.14
8.0000,2.0820,17.0,4.526466,0.932761,1123.0,1.606581,33.13,-117.13
20.0000,3.8750,46.0,4.000000,1.000000,59.0,4.538462,33.12,-117.11
27.5000,0.8129,12.0,4.781095,1.701493,315.0,1.567164,33.12,-117.1
13.2400,2.2875,17.0,4.081917,0.969088,1167.0,1.803709,33.11,-117.11
19.9600,4.3513,12.0,6.184840,1.065824,4074.0,2.708777,33.07,-117.14
18.6600,3.6389,45.0,5.830508,1.327684,363.0,2.050847,33.07,-117.12
34.7300,8.6803,16.0,6.580822,0.920548,1080.0,2.958904,33.07,-117.1
44.4100,8.5957,8.0,8.105882,1.008824,1045.0,3.073529,33.07,-117.07
35.3000,4.4375,5.0,6.031547,1.082624,5640.0,2.824236,33.09,-117.1
24.9100,4.9844,23.0,6.967213,1.026639,1383.0,2.834016,33.08,-117.08
17.7000,3.8292,21.0,5.763527,1.080160,1387.0,2.779559,33.1,-117.09
17.8300,4.7566,23.0,5.762918,0.948328,1988.0,3.021277,33.09,-117.08
12.2500,2.5284,11.0,3.478528,1.128834,620.0,3.803681,33.12,-117.09
11.5100,2.5331,31.0,4.096677,0.978852,1301.0,3.930514,33.11,-117.08
12.7699,2.2000,28.0,3.719361,1.039076,1556.0,2.763766,33.11,-117.08
17.1600,3.1429,32.0,5.989510,1.122378,891.0,3.115385,33.11,-117.09
14.5500,1.8363,37.0,4.628821,1.170306,823.0,3.593886,33.12,-117.08
13.9900,3.0915,31.0,4.812646,1.107728,1326.0,3.105386,33.11,-117.07
11.6700,2.2146,31.0,3.956803,0.958963,1669.0,3.604752,33.11,-117.08
11.4300,1.8750,33.0,3.585106,1.106383,565.0,3.005319,33.12,-117.08
18.7700,3.1458,21.0,5.086667,1.030000,2818.0,3.131111,33.12,-117.07
14.6300,2.7216,32.0,5.366594,1.082430,1224.0,2.655098,33.12,-117.07
12.7000,2.4122,12.0,4.637051,1.132325,1251.0,2.364839,33.12,-117.07
14.2300,3.0054,17.0,4.885865,1.086040,3004.0,2.637401,33.11,-117.07
26.2500,4.0484,11.0,5.934179,1.011895,3516.0,2.788263,33.09,-117.06
17.2800,4.7022,15.0,6.261181,1.059928,3555.0,3.179785,33.13,-117.03
28.7500,6.7957,10.0,6.575990,1.086845,2177.0,2.780332,33.13,-116.97
16.9900,4.2813,17.0,6.463415,1.008130,1118.0,3.029810,33.13,-117.05
22.3500,5.4786,18.0,6.488922,0.948301,2095.0,3.094535,33.11,-117.05
16.7500,5.2323,22.0,6.704420,1.077348,1099.0,3.035912,33.13,-117.05
32.0200,6.1868,13.0,8.332326,1.126888,2119.0,3.200906,33.1,-117.05
24.8300,5.4663,25.0,7.498807,1.064439,1286.0,3.069212,33.12,-117.03
33.5600,6.1834,16.0,8.263251,1.026502,1902.0,3.360424,33.09,-117.04
23.9900,4.8836,16.0,6.523364,1.018692,1628.0,3.042991,33.06,-116.93
21.0900,5.0278,14.0,6.230088,1.108407,1448.0,3.203540,32.99,-116.89
22.2600,4.5000,18.0,6.343465,1.072948,992.0,3.015198,32.96,-116.95
22.5900,4.0408,15.0,5.989130,1.128261,1474.0,3.204348,33.08,-116.84
23.9100,5.5842,13.0,5.039427,0.931900,737.0,2.641577,33.08,-116.77
22.1000,5.5102,7.0,7.354154,1.146730,5102.0,3.006482,33.0,-116.78
19.9200,5.4155,5.0,7.117942,1.072773,2592.0,3.252196,33.01,-116.84
16.6700,2.8827,11.0,4.804927,1.053928,4197.0,2.794274,33.05,-116.88
17.1500,5.2596,16.0,6.056711,1.022684,1818.0,3.436673,33.02,-116.88
16.7200,3.4750,11.0,5.549223,1.094991,1975.0,3.411054,33.03,-116.9
16.4500,3.6348,17.0,5.666667,1.058271,5030.0,3.151629,33.05,-116.86
17.0200,4.6518,17.0,5.811594,0.985507,251.0,3.637681,33.02,-116.86
20.9800,5.6674,11.0,6.196970,1.020202,645.0,3.257576,33.02,-116.84
15.8200,2.4744,17.0,6.225854,1.405646,1802.0,2.677563,33.33,-116.74
15.6300,2.1797,26.0,5.617284,1.154321,1001.0,3.089506,33.16,-116.68
17.2900,2.7813,23.0,6.709302,1.414729,612.0,2.372093,33.06,-116.6
13.4400,3.0089,36.0,7.873016,1.777778,334.0,2.650794,33.09,-116.58
14.8200,4.1250,15.0,9.497608,1.727273,536.0,2.564593,33.05,-116.56
19.8100,3.8750,11.0,9.375465,2.000000,616.0,2.289963,33.04,-116.61
22.1900,1.5909,24.0,7.329787,1.446809,532.0,2.829787,33.09,-116.66
19.3800,5.3590,16.0,8.116279,1.720930,120.0,2.790698,32.97,-116.67
18.9900,4.5700,18.0,6.789634,1.298780,1754.0,2.673780,32.9,-116.52
17.6400,3.3214,24.0,9.308475,1.742373,731.0,2.477966,33.36,-116.34
10.0000,3.3625,19.0,9.681081,1.983784,327.0,1.767568,33.28,-116.32
8.3700,1.9875,17.0,5.076087,1.543478,452.0,2.456522,33.07,-116.26
5.8800,2.5179,18.0,5.536232,1.855072,194.0,2.811594,32.84,-116.28
9.8700,2.5795,12.0,8.578947,2.021053,1289.0,2.261404,33.19,-116.37
11.6500,2.9190,19.0,5.689415,1.220056,2133.0,2.970752,32.69,-116.58
12.7099,2.1949,22.0,5.193798,1.246124,1644.0,3.186047,32.65,-116.45
11.0700,1.7137,16.0,7.070845,1.651226,1046.0,2.850136,32.74,-116.35
6.1800,1.4648,28.0,6.330709,1.610236,567.0,2.232283,32.64,-116.2
21.7400,4.2321,17.0,6.323797,1.098830,2266.0,2.946684,32.85,-116.75
23.1800,3.5769,12.0,5.937587,1.090153,1891.0,2.622746,32.84,-116.79
18.7200,3.1196,16.0,5.306090,1.125000,1627.0,2.607372,32.84,-116.76
22.2900,2.8750,16.0,4.808344,1.065189,1969.0,2.567145,32.82,-116.77
30.8600,6.6361,17.0,7.557562,1.085779,1222.0,2.758465,32.82,-116.75
27.4600,6.1481,11.0,7.095238,1.034799,1672.0,3.062271,32.8,-116.8
16.9100,4.0159,18.0,5.523490,1.136913,2032.0,2.727517,32.86,-116.62
24.8900,5.5164,15.0,6.644013,1.038835,993.0,3.213592,32.75,-116.87
30.0300,6.4745,8.0,8.052174,1.085217,2048.0,3.561739,32.73,-116.91
25.9900,5.7652,13.0,6.497018,0.976143,1431.0,2.844930,32.72,-116.87
29.3100,6.2577,9.0,7.325967,1.085635,1355.0,3.743094,32.67,-116.89
21.4500,4.7367,14.0,5.937500,1.091570,2129.0,3.094477,32.74,-116.76
20.6100,3.5227,19.0,5.401222,1.059063,1421.0,2.894094,32.61,-116.79
50.0000,3.6728,25.0,2.671202,1.235828,592.0,1.342404,37.81,-122.41
50.0000,1.8981,31.0,3.323064,1.091590,2305.0,1.919234,37.81,-122.41
50.0000,4.3472,52.0,5.256000,1.268000,473.0,1.892000,37.81,-122.42
50.0000,8.0755,52.0,5.592157,1.139216,838.0,1.643137,37.8,-122.42
50.0000,4.9211,52.0,3.972112,1.079681,1848.0,1.472510,37.8,-122.42
50.0000,3.2355,50.0,3.502809,1.026685,958.0,1.345506,37.8,-122.42
50.0000,4.4711,52.0,4.490909,1.030303,277.0,1.678788,37.8,-122.42
50.0000,3.1477,52.0,4.213703,1.096248,1335.0,2.177814,37.8,-122.41
35.0000,4.1607,52.0,4.683363,1.093023,1328.0,2.375671,37.8,-122.41
50.0000,5.4378,52.0,4.623413,1.093089,1279.0,1.803949,37.8,-122.41
50.0000,2.5875,52.0,3.287449,1.020243,629.0,2.546559,37.8,-122.41
43.3300,3.6065,52.0,4.736964,1.096176,1906.0,2.208575,37.8,-122.41
50.0000,6.3244,52.0,4.735294,1.136029,437.0,1.606618,37.8,-122.41
50.0000,4.7750,52.0,4.151786,1.283482,679.0,1.515625,37.8,-122.4
41.2500,4.2015,52.0,4.163022,1.129225,920.0,1.829026,37.8,-122.4
25.0000,7.7852,12.0,4.038922,1.044910,536.0,1.604790,37.81,-122.4
37.5000,2.8229,52.0,3.689759,1.115964,1415.0,2.131024,37.8,-122.41
30.0000,1.9063,52.0,3.200780,1.111111,1432.0,2.791423,37.8,-122.4
16.8800,2.7500,52.0,3.485000,0.987500,1700.0,4.250000,37.8,-122.41
40.0000,3.3839,52.0,4.364557,1.053165,1016.0,2.572152,37.8,-122.41
24.3800,1.8295,52.0,2.628169,1.053521,2957.0,4.164789,37.8,-122.41
45.0000,0.8836,30.0,2.662281,1.078947,1648.0,2.409357,37.8,-122.41
50.0000,5.8660,52.0,5.199719,1.177215,1446.0,2.033755,37.8,-122.41
35.0000,3.5746,52.0,3.945430,1.024557,1785.0,2.435198,37.8,-122.41
38.0000,2.9871,52.0,3.724638,1.046584,2062.0,2.134576,37.79,-122.41
50.0000,4.3472,52.0,4.296467,1.052227,1156.0,1.775730,37.8,-122.42
45.0000,4.2458,52.0,3.912999,1.064483,1830.0,1.873081,37.8,-122.42
45.8300,2.0987,52.0,3.211799,1.078337,1576.0,1.524178,37.8,-122.42
42.0000,3.3643,52.0,4.161593,1.138173,932.0,2.182670,37.8,-122.42
28.7500,2.5602,52.0,3.608235,1.023529,2122.0,2.496471,37.8,-122.42
22.5000,2.5650,52.0,3.477867,1.027163,2286.0,2.299799,37.79,-122.42
40.0000,2.1343,52.0,3.219139,1.052632,2112.0,2.021053,37.79,-122.42
27.5000,2.5013,52.0,3.104332,1.089302,2452.0,2.167993,37.79,-122.42
50.0000,3.0296,52.0,3.504819,1.025301,1711.0,2.061446,37.79,-122.41
50.0000,3.3681,52.0,4.541953,1.195323,1178.0,1.620358,37.79,-122.41
35.0000,3.5066,52.0,5.013921,1.262181,904.0,2.097448,37.79,-122.41
22.5000,1.9145,52.0,3.224194,1.035484,1846.0,2.977419,37.8,-122.41
5.5000,1.3668,52.0,2.673635,1.089431,1515.0,1.759582,37.79,-122.41
50.0000,0.9000,52.0,2.237474,1.053535,3260.0,2.237474,37.8,-122.41
50.0000,4.5580,25.0,3.901625,1.260907,1525.0,1.304534,37.8,-122.39
45.0000,1.4552,52.0,1.902087,1.059390,1007.0,1.616372,37.79,-122.4
23.7500,1.5156,52.0,2.169184,1.114804,1688.0,2.549849,37.79,-122.41
50.0000,3.2059,52.0,3.447947,1.228271,1504.0,1.436485,37.79,-122.41
27.5000,2.5166,52.0,2.839075,1.184049,3436.0,1.621520,37.79,-122.41
22.5000,1.8068,52.0,2.659864,1.206025,1761.0,1.711370,37.79,-122.42
22.5000,1.7240,52.0,2.278566,1.082348,4518.0,1.780142,37.79,-122.41
50.0000,2.3304,26.0,1.824719,1.139326,628.0,1.411236,37.78,-122.42
50.0000,0.8543,27.0,2.297872,1.175532,1211.0,1.610372,37.78,-122.42
50.0000,3.7679,39.0,4.517241,1.154483,1137.0,1.568276,37.81,-122.43
50.0000,4.2857,52.0,5.404389,1.291536,540.0,1.692790,37.8,-122.44
50.0000,4.6781,52.0,5.399749,1.180451,1297.0,1.625313,37.81,-122.43
50.0000,3.9028,52.0,7.472826,1.750000,287.0,1.559783,37.81,-122.45
50.0000,5.0376,52.0,8.564179,1.773134,500.0,1.492537,37.8,-122.44
50.0000,4.5523,52.0,5.253226,1.185484,1045.0,1.685484,37.8,-122.44
50.0000,3.2447,52.0,3.526786,1.049107,714.0,1.593750,37.8,-122.44
50.0000,2.7717,52.0,3.914397,1.132296,445.0,1.731518,37.8,-122.44
50.0000,4.6250,52.0,4.785714,1.092705,1145.0,1.740122,37.8,-122.44
50.0000,7.9761,52.0,7.709756,1.151220,842.0,2.053659,37.8,-122.44
50.0000,5.2539,52.0,4.965338,1.027730,1029.0,1.783362,37.8,-122.44
50.0000,3.9856,52.0,3.454741,1.049569,727.0,1.566810,37.8,-122.44
46.6700,4.1047,52.0,3.935484,1.052109,1259.0,1.562035,37.8,-122.43
40.0000,4.1990,52.0,3.649215,1.064136,1302.0,1.704188,37.8,-122.43
50.0000,3.3715,52.0,3.843389,1.053915,1240.0,1.591784,37.8,-122.43
47.5000,3.6893,52.0,2.953662,1.085202,1045.0,1.562033,37.8,-122.43
50.0000,3.2235,52.0,4.317597,1.077253,349.0,1.497854,37.8,-122.43
50.0000,4.0416,52.0,4.791667,1.118056,553.0,1.920139,37.8,-122.43
50.0000,4.0380,52.0,3.878832,1.127007,1014.0,1.480292,37.8,-122.42
50.0000,5.0365,52.0,4.884058,1.036232,925.0,1.675725,37.8,-122.43
50.0000,5.7934,52.0,4.151565,1.069193,959.0,1.579901,37.8,-122.43
50.0000,4.5399,52.0,4.898601,1.087413,954.0,1.667832,37.8,-122.43
50.0000,4.5913,52.0,3.983398,1.085938,1466.0,1.431641,37.8,-122.42
50.0000,4.0156,48.0,3.636804,1.083132,1980.0,1.598063,37.79,-122.42
50.0000,3.8068,52.0,4.184272,1.046948,1377.0,1.616197,37.79,-122.43
50.0000,7.2623,52.0,4.287823,1.041820,1248.0,1.535055,37.79,-122.43
50.0000,5.8543,52.0,4.502183,1.139738,2065.0,1.502911,37.79,-122.43
50.0000,5.3124,52.0,5.348649,0.970270,648.0,1.751351,37.79,-122.44
50.0000,10.8783,52.0,8.503185,0.961783,402.0,2.560510,37.79,-122.44
50.0000,8.0755,52.0,6.253823,1.079511,722.0,2.207951,37.79,-122.44
50.0000,15.0001,52.0,7.994475,1.027624,483.0,2.668508,37.79,-122.44
50.0000,10.0914,52.0,7.546392,0.962199,668.0,2.295533,37.79,-122.45
50.0000,5.5634,52.0,5.725746,1.080224,1107.0,2.065299,37.79,-122.45
42.5000,1.4804,52.0,4.041958,1.123543,731.0,1.703963,37.79,-122.45
50.0000,10.7097,52.0,7.004808,1.033654,495.0,2.379808,37.79,-122.45
50.0000,14.2959,52.0,8.172727,0.872727,304.0,2.763636,37.79,-122.46
50.0000,5.2909,52.0,6.051724,1.071839,743.0,2.135057,37.79,-122.46
50.0000,3.9750,52.0,3.731006,1.098563,800.0,1.642710,37.79,-122.44
50.0000,4.4375,52.0,4.572864,1.055276,1525.0,1.915829,37.79,-122.44
50.0000,6.4208,52.0,4.737171,1.011264,1371.0,1.715895,37.79,-122.44
50.0000,4.3986,52.0,3.970688,1.057497,1319.0,1.487035,37.79,-122.43
50.0000,4.2042,52.0,3.878313,1.167470,1152.0,1.387952,37.79,-122.43
8.7500,2.6607,52.0,3.123134,1.113184,1202.0,1.495025,37.79,-122.42
11.7500,3.4423,6.0,2.359155,1.059859,655.0,2.306338,37.79,-122.42
50.0000,2.7165,50.0,3.321966,1.098295,1475.0,1.479438,37.79,-122.43
50.0000,3.4375,52.0,3.927178,1.094928,1294.0,1.682705,37.79,-122.43
45.9999,5.0049,25.0,4.319261,1.039578,649.0,1.712401,37.79,-122.43
50.0000,4.4464,52.0,4.394919,1.064665,831.0,1.919169,37.79,-122.44
46.8800,4.0881,52.0,4.312629,1.016563,1224.0,2.534161,37.79,-122.44
50.0000,3.6812,52.0,4.848315,1.078652,614.0,1.724719,37.79,-122.44
37.2200,2.8569,52.0,4.703316,1.146597,1243.0,2.169284,37.78,-122.44
33.3300,3.1576,45.0,3.963925,1.008658,1320.0,1.904762,37.78,-122.45
50.0000,3.7188,46.0,4.434879,1.024283,761.0,1.679912,37.79,-122.45
50.0000,5.0156,52.0,5.752533,1.036179,1515.0,2.192475,37.78,-122.45
45.0000,2.6782,24.0,2.569488,1.045977,1362.0,1.423197,37.79,-122.43
22.0000,1.3062,10.0,3.016477,1.068441,1245.0,1.577947,37.78,-122.43
23.7500,1.4866,39.0,4.202847,1.103203,901.0,3.206406,37.78,-122.44
49.4400,3.7159,52.0,4.574830,0.989796,560.0,1.904762,37.78,-122.45
35.5300,4.0000,52.0,4.647059,1.048443,1392.0,2.408304,37.78,-122.45
40.0000,5.2806,47.0,4.485333,1.010667,837.0,2.232000,37.78,-122.46
49.2300,3.6875,37.0,4.158249,1.057239,481.0,1.619529,37.78,-122.44
28.0000,2.8654,52.0,5.342466,1.203957,1703.0,2.592085,37.78,-122.44
41.2500,3.8750,44.0,4.739264,1.024540,561.0,1.720859,37.78,-122.44
32.2700,4.1319,43.0,3.694656,1.010178,897.0,2.282443,37.78,-122.45
42.8300,3.2011,48.0,4.941463,0.946341,464.0,2.263415,37.78,-122.45
41.8400,3.6667,52.0,4.863636,1.047847,2198.0,5.258373,37.78,-122.45
14.6900,2.1509,16.0,4.031963,1.077626,601.0,2.744292,37.78,-122.44
35.0000,2.9792,49.0,4.113553,1.075092,1277.0,2.338828,37.78,-122.43
47.1400,3.3882,52.0,3.771250,1.063750,1588.0,1.985000,37.78,-122.44
34.1700,2.9430,52.0,4.206738,1.127106,1309.0,2.004594,37.78,-122.44
34.6200,2.4196,52.0,3.936620,0.982394,514.0,1.809859,37.78,-122.44
29.3800,3.1607,31.0,3.598945,1.018470,707.0,1.865435,37.78,-122.44
28.7500,2.6392,26.0,3.832265,1.104701,1821.0,1.945513,37.78,-122.43
27.5000,3.6437,2.0,3.319559,1.289256,577.0,1.589532,37.78,-122.43
18.7500,3.1462,19.0,2.765306,1.119048,2079.0,1.414286,37.78,-122.42
7.2500,1.8438,17.0,3.273438,0.882812,1093.0,2.846354,37.78,-122.42
11.4999,1.0770,17.0,3.054871,1.016797,1670.0,1.870101,37.78,-122.43
11.2500,0.9355,24.0,3.482051,1.189744,1371.0,2.343590,37.78,-122.43
27.5000,2.4413,52.0,2.900293,1.246334,634.0,1.859238,37.78,-122.42
18.7500,2.1516,52.0,2.750000,1.028509,895.0,1.962719,37.78,-122.42
